Country,Domain,Category,Year
United Kingdom,Sports,Gym Products,2011
United Kingdom,Sports,Gym Products,2012
United Kingdom,Sports,Gym Products,2013
United Kingdom,Sports,Gym Products,2010
United Kingdom,Sports,Gym Products,2011
United Kingdom,Sports,Gym Products,2012
United Kingdom,Sports,Gym Products,2013
United Kingdom,Sports,Gym Products,2010
United Kingdom,Sports,Gym Products,2011
United Kingdom,Sports,Gym Products,2012
United Kingdom,Sports,Gym Products,2013
United Kingdom,Sports,Gym Products,2010
United Kingdom,Sports,Gym Products,2011
United Kingdom,Sports,Gym Products,2012
United Kingdom,Sports,Gym Products,2013
United Kingdom,Sports,Gym Products,2010
United Kingdom,Sports,Gym Products,2011
United Kingdom,Sports,Gym Products,2012
United Kingdom,Sports,Gym Products,2013
United Kingdom,Sports,Gym Products,2010
United Kingdom,Sports,Gym Products,2011
United Kingdom,Sports,Gym Products,2012
United Kingdom,Sports,Gym Products,2013
United States of America,Fashion,Watches,2010
United States of America,Fashion,Watches,2011
United States of America,Fashion,Watches,2012
United States of America,Fashion,Watches,2013
United States of America,Fashion,Watches,2010
United States of America,Fashion,Watches,2011
United States of America,Fashion,Watches,2012
United States of America,Fashion,Watches,2013
United States of America,Fashion,Watches,2010
United States of America,Fashion,Watches,2011
United States of America,Fashion,Watches,2012
United States of America,Fashion,Watches,2013
United States of America,Electronics,Air Conditioner,2010
United States of America,Electronics,Air Conditioner,2011
United States of America,Electronics,Air Conditioner,2012
United States of America,Electronics,Air Conditioner,2013
United States of America,Electronics,Air Conditioner,2010
United States of America,Electronics,Air Conditioner,2011
United States of America,Electronics,Air Conditioner,2012
United States of America,Electronics,Air Conditioner,2013
United States of America,Fashion,Watches,2010
United States of America,Fashion,Watches,2011
United States of America,Fashion,Watches,2012
United States of America,Fashion,Watches,2013
United States of America,Fashion,Watches,2010
United States of America,Fashion,Watches,2011
United States of America,Fashion,Watches,2012
United States of America,Fashion,Watches,2013
United States of America,Fashion,Watches,2010
United States of America,Fashion,Watches,2011
United States of America,Fashion,Watches,2012
United States of America,Fashion,Watches,2013
United States of America,Fashion,Watches,2010
United States of America,Fashion,Watches,2011
United States of America,Fashion,Watches,2012
United States of America,Fashion,Watches,2013
United States of America,Electronics,Air Conditioner,2010
United States of America,Electronics,Air Conditioner,2011
United States of America,Electronics,Air Conditioner,2012
United States of America,Electronics,Air Conditioner,2013
United States of America,Electronics,Air Conditioner,2010
United States of America,Electronics,Air Conditioner,2011
United States of America,Electronics,Air Conditioner,2012
United States of America,Electronics,Air Conditioner,2013
United States of America,Electronics,Air Conditioner,2010
United States of America,Electronics,Air Conditioner,2011
United States of America,Electronics,Air Conditioner,2012
United States of America,Electronics,Air Conditioner,2013
United States of America,Electronics,Air Conditioner,2010
United States of America,Electronics,Air Conditioner,2011
United States of America,Electronics,Air Conditioner,2012
United States of America,Electronics,Refrigerator,2013
United States of America,Home & Furniture,Curtains,2010
United States of America,Home & Furniture,Curtains,2011
United States of America,Home & Furniture,Curtains,2012
United States of America,Home & Furniture,Curtains,2013
United States of America,Home & Furniture,Curtains,2010
United States of America,Home & Furniture,Curtains,2011
United States of America,Home & Furniture,Curtains,2012
United States of America,Home & Furniture,Curtains,2013
United States of America,Home & Furniture,Curtains,2010
United States of America,Home & Furniture,Curtains,2011
United States of America,Home & Furniture,Curtains,2012
United States of America,Home & Furniture,Curtains,2013
United States of America,Home & Furniture,Curtains,2010
United States of America,Home & Furniture,Curtains,2011
United States of America,Home & Furniture,Curtains,2012
United States of America,Home & Furniture,Curtains,2013
United States of America,Personal Care,Make up,2010
United States of America,Personal Care,Make up,2011
United States of America,Personal Care,Make up,2012
United States of America,Personal Care,Make up,2013
United States of America,Personal Care,Make up,2010
United States of America,Personal Care,Make up,2011
United States of America,Personal Care,Make up,2012
United States of America,Personal Care,Perfumes,2013
United States of America,Home & Furniture,Curtains,2010
United States of America,Home & Furniture,Curtains,2011
United States of America,Home & Furniture,Curtains,2012
United States of America,Home & Furniture,Curtains,2013
United States of America,Home & Furniture,Curtains,2010
United States of America,Home & Furniture,Curtains,2011
United States of America,Home & Furniture,Curtains,2012
United States of America,Home & Furniture,Curtains,2013
United States of America,Home & Furniture,Curtains,2010
United States of America,Home & Furniture,Curtains,2011
United States of America,Home & Furniture,Curtains,2012
United States of America,Home & Furniture,Curtains,2013
United States of America,Home & Furniture,Curtains,2010
United States of America,Home & Furniture,Curtains,2011
United States of America,Home & Furniture,Curtains,2012
United States of America,Home & Furniture,Curtains,2013
United States of America,Fashion,Watches,2010
United States of America,Fashion,Watches,2011
United States of America,Fashion,Watches,2012
United States of America,Fashion,Watches,2013
United States of America,Fashion,Watches,2010
United States of America,Fashion,Watches,2011
United States of America,Fashion,Watches,2012
United States of America,Fashion,Watches,2013
United States of America,Fashion,Watches,2010
United States of America,Fashion,Watches,2011
United States of America,Fashion,Watches,2012
United States of America,Fashion,Watches,2013
United States of America,Fashion,Watches,2010
United States of America,Fashion,Watches,2011
United States of America,Fashion,Watches,2012
United States of America,Fashion,Watches,2013
United States of America,Personal Care,Perfumes,2010
United States of America,Personal Care,Perfumes,2011
United States of America,Personal Care,Perfumes,2012
United States of America,Personal Care,Perfumes,2013
United States of America,Personal Care,Perfumes,2010
United States of America,Personal Care,Perfumes,2011
United States of America,Personal Care,Perfumes,2012
United States of America,Personal Care,Perfumes,2013
United States of America,Personal Care,Perfumes,2010
United States of America,Personal Care,Perfumes,2011
United States of America,Personal Care,Perfumes,2012
United States of America,Personal Care,Perfumes,2013
United States of America,Personal Care,Perfumes,2010
United States of America,Personal Care,Perfumes,2011
United States of America,Personal Care,Perfumes,2012
United States of America,Personal Care,Perfumes,2013
United States of America,Fashion,Watches,2010
United States of America,Fashion,Watches,2011
United States of America,Fashion,Watches,2012
United States of America,Fashion,Watches,2013
United States of America,Fashion,Watches,2010
United States of America,Fashion,Watches,2011
United States of America,Fashion,Watches,2012
United States of America,Fashion,Watches,2013
United States of America,Fashion,Clothing,2010
United States of America,Fashion,Clothing,2011
United States of America,Fashion,Clothing,2012
United States of America,Fashion,Clothing,2013
United States of America,Fashion,Clothing,2010
United States of America,Fashion,Clothing,2011
United States of America,Fashion,Clothing,2012
United States of America,Fashion,Clothing,2013
United States of America,Electronics,Refrigerator,2010
United States of America,Electronics,Refrigerator,2011
United States of America,Electronics,Refrigerator,2012
United States of America,Electronics,Refrigerator,2013
United States of America,Electronics,Refrigerator,2010
United States of America,Electronics,Refrigerator,2011
United States of America,Electronics,Refrigerator,2012
United States of America,Electronics,Refrigerator,2013
United States of America,Electronics,Refrigerator,2010
United States of America,Electronics,Refrigerator,2011
United States of America,Electronics,Refrigerator,2012
United States of America,Electronics,Refrigerator,2013
United States of America,Electronics,Refrigerator,2010
United States of America,Electronics,Refrigerator,2011
United States of America,Electronics,Refrigerator,2012
United States of America,Electronics,Refrigerator,2013
United States of America,Home & Furniture,Curtains,2010
United States of America,Home & Furniture,Curtains,2011
United States of America,Home & Furniture,Curtains,2012
United States of America,Home & Furniture,Curtains,2013
United States of America,Home & Furniture,Curtains,2010
United States of America,Home & Furniture,Curtains,2011
United States of America,Home & Furniture,Curtains,2012
United States of America,Home & Furniture,Curtains,2013
United States of America,Home & Furniture,Curtains,2010
United States of America,Home & Furniture,Curtains,2011
United States of America,Home & Furniture,Curtains,2012
United States of America,Home & Furniture,Curtains,2013
United States of America,Home & Furniture,Curtains,2010
United States of America,Home & Furniture,Curtains,2011
United States of America,Home & Furniture,Curtains,2012
United States of America,Home & Furniture,Curtains,2013
United States of America,Home & Furniture,Curtains,2010
United States of America,Home & Furniture,Curtains,2011
United States of America,Home & Furniture,Curtains,2012
United States of America,Home & Furniture,Curtains,2013
United States of America,Home & Furniture,Curtains,2010
United States of America,Home & Furniture,Curtains,2011
United States of America,Home & Furniture,Curtains,2012
United States of America,Home & Furniture,Curtains,2013
United States of America,Home & Furniture,Curtains,2010
United States of America,Home & Furniture,Curtains,2011
United States of America,Home & Furniture,Curtains,2012
United States of America,Home & Furniture,Curtains,2013
United States of America,Home & Furniture,Curtains,2010
United States of America,Home & Furniture,Curtains,2011
United States of America,Home & Furniture,Curtains,2012
United States of America,Home & Furniture,Curtains,2013
United States of America,Sports,Gym Products,2010
United States of America,Sports,Gym Products,2011
United States of America,Sports,Gym Products,2012
United States of America,Sports,Gym Products,2013
United States of America,Sports,Gym Products,2010
United States of America,Sports,Gym Products,2011
United States of America,Sports,Gym Products,2012
United States of America,Sports,Gym Products,2013
United States of America,Sports,Gym Products,2010
United States of America,Sports,Gym Products,2011
United States of America,Sports,Gym Products,2012
United States of America,Sports,Gym Products,2013
United States of America,Sports,Gym Products,2010
United States of America,Sports,Gym Products,2011
United States of America,Sports,Gym Products,2012
United States of America,Sports,Gym Products,2013
United States of America,Sports,Gym Products,2010
United States of America,Sports,Gym Products,2011
United States of America,Sports,Gym Products,2012
United States of America,Sports,Gym Products,2013
United States of America,Sports,Gym Products,2010
United States of America,Sports,Gym Products,2011
United States of America,Sports,Gym Products,2012
United States of America,Sports,Gym Products,2013
United States of America,Sports,Gym Products,2010
United States of America,Sports,Gym Products,2011
United States of America,Sports,Gym Products,2012
United States of America,Sports,Gym Products,2013
United States of America,Sports,Gym Products,2010
United States of America,Sports,Gym Products,2011
United States of America,Sports,Gym Products,2012
United States of America,Sports,Gym Products,2013
United States of America,Sports,Gym Products,2010
United States of America,Sports,Gym Products,2011
United States of America,Sports,Gym Products,2012
United States of America,Sports,Gym Products,2013
United States of America,Sports,Gym Products,2010
United States of America,Sports,Gym Products,2011
United States of America,Sports,Gym Products,2012
United States of America,Sports,Gym Products,2013
United States of America,Sports,Gym Products,2010
United States of America,Sports,Gym Products,2011
United States of America,Sports,Gym Products,2012
United States of America,Sports,Gym Products,2013
United States of America,Sports,Gym Products,2010
United States of America,Sports,Gym Products,2011
United States of America,Sports,Gym Products,2012
United States of America,Sports,Gym Products,2013
China,Fashion,Clothing,2010
China,Fashion,Clothing,2011
China,Fashion,Clothing,2012
China,Fashion,Clothing,2013
China,Fashion,Clothing,2010
China,Fashion,Clothing,2011
China,Fashion,Clothing,2012
China,Fashion,Clothing,2013
China,Fashion,Clothing,2010
China,Fashion,Clothing,2011
China,Fashion,Clothing,2012
China,Fashion,Clothing,2013
China,Fashion,Clothing,2010
China,Fashion,Clothing,2011
China,Fashion,Clothing,2012
China,Fashion,Clothing,2013
China,Electronics,Refrigerator,2010
China,Electronics,Refrigerator,2011
China,Electronics,Refrigerator,2012
China,Electronics,Refrigerator,2013
China,Electronics,Refrigerator,2010
China,Electronics,Refrigerator,2011
China,Electronics,Refrigerator,2012
China,Electronics,Refrigerator,2013
China,Fashion,Clothing,2010
China,Fashion,Clothing,2011
China,Fashion,Clothing,2012
China,Fashion,Clothing,2013
China,Fashion,Clothing,2010
China,Fashion,Clothing,2011
China,Fashion,Clothing,2012
China,Fashion,Clothing,2013
China,Fashion,Clothing,2010
China,Fashion,Clothing,2011
China,Fashion,Clothing,2012
China,Fashion,Clothing,2013
China,Fashion,Clothing,2010
China,Fashion,Clothing,2011
China,Fashion,Clothing,2012
China,Fashion,Clothing,2013
China,Electronics,Refrigerator,2010
China,Electronics,Refrigerator,2011
China,Electronics,Refrigerator,2012
China,Electronics,Refrigerator,2013
China,Electronics,Refrigerator,2010
China,Electronics,Refrigerator,2011
China,Electronics,Refrigerator,2012
China,Electronics,Refrigerator,2013
China,Electronics,Refrigerator,2010
China,Electronics,Refrigerator,2011
China,Electronics,Refrigerator,2012
China,Electronics,Refrigerator,2013
China,Electronics,Refrigerator,2010
China,Electronics,Refrigerator,2011
China,Electronics,Refrigerator,2012
China,Electronics,Refrigerator,2013
China,Home & Furniture,Curtains,2010
China,Home & Furniture,Curtains,2011
China,Home & Furniture,Curtains,2012
China,Home & Furniture,Curtains,2013
China,Home & Furniture,Curtains,2010
China,Home & Furniture,Curtains,2011
China,Home & Furniture,Curtains,2012
China,Home & Furniture,Curtains,2013
China,Home & Furniture,Curtains,2010
China,Home & Furniture,Curtains,2011
China,Home & Furniture,Curtains,2012
China,Home & Furniture,Curtains,2013
China,Home & Furniture,TV Cabinets,2010
China,Home & Furniture,TV Cabinets,2011
China,Home & Furniture,TV Cabinets,2012
China,Home & Furniture,TV Cabinets,2013
China,Personal Care,Perfumes,2010
China,Personal Care,Perfumes,2011
China,Personal Care,Perfumes,2012
China,Personal Care,Perfumes,2013
China,Personal Care,Perfumes,2010
China,Personal Care,Perfumes,2011
China,Personal Care,Perfumes,2012
China,Personal Care,Perfumes,2013
China,Home & Furniture,TV Cabinets,2010
China,Home & Furniture,TV Cabinets,2011
China,Home & Furniture,TV Cabinets,2012
China,Home & Furniture,TV Cabinets,2013
China,Home & Furniture,TV Cabinets,2010
China,Home & Furniture,TV Cabinets,2011
China,Home & Furniture,TV Cabinets,2012
China,Home & Furniture,TV Cabinets,2013
China,Home & Furniture,TV Cabinets,2010
China,Home & Furniture,TV Cabinets,2011
China,Home & Furniture,TV Cabinets,2012
China,Home & Furniture,TV Cabinets,2013
China,Home & Furniture,TV Cabinets,2010
China,Home & Furniture,TV Cabinets,2011
China,Home & Furniture,TV Cabinets,2012
China,Home & Furniture,TV Cabinets,2013
China,Fashion,Clothing,2010
China,Fashion,Clothing,2011
China,Fashion,Clothing,2012
China,Fashion,Clothing,2013
China,Fashion,Clothing,2010
China,Fashion,Clothing,2011
China,Fashion,Clothing,2012
China,Fashion,Clothing,2013
China,Fashion,Clothing,2010
China,Fashion,Clothing,2011
China,Fashion,Clothing,2012
China,Fashion,Clothing,2013
China,Fashion,Clothing,2010
China,Fashion,Clothing,2011
China,Fashion,Clothing,2012
China,Fashion,Clothing,2013
China,Personal Care,Perfumes,2010
China,Personal Care,Perfumes,2011
China,Personal Care,Perfumes,2012
China,Personal Care,Perfumes,2013
China,Personal Care,Perfumes,2010
China,Personal Care,Perfumes,2011
China,Personal Care,Perfumes,2012
China,Personal Care,Perfumes,2013
China,Personal Care,Perfumes,2010
China,Personal Care,Perfumes,2011
China,Personal Care,Perfumes,2012
China,Personal Care,Perfumes,2013
China,Personal Care,Perfumes,2010
China,Personal Care,Perfumes,2011
China,Personal Care,Perfumes,2012
China,Personal Care,Perfumes,2013
China,Fashion,Clothing,2010
China,Fashion,Clothing,2011
China,Fashion,Clothing,2012
China,Fashion,Clothing,2013
China,Fashion,Clothing,2010
China,Fashion,Clothing,2011
China,Fashion,Clothing,2012
China,Fashion,Clothing,2013
China,Fashion,Clothing,2010
China,Fashion,Clothing,2011
China,Fashion,Clothing,2012
China,Fashion,Clothing,2013
China,Fashion,Clothing,2010
China,Fashion,Clothing,2011
China,Fashion,Clothing,2012
China,Fashion,Clothing,2013
China,Electronics,Refrigerator,2010
China,Electronics,Refrigerator,2011
China,Electronics,Refrigerator,2012
China,Electronics,Refrigerator,2013
China,Electronics,Refrigerator,2010
China,Electronics,Refrigerator,2011
China,Electronics,Refrigerator,2012
China,Electronics,Refrigerator,2013
China,Electronics,Refrigerator,2010
China,Electronics,Refrigerator,2011
China,Electronics,Refrigerator,2012
China,Electronics,Refrigerator,2013
China,Electronics,Refrigerator,2010
China,Electronics,Refrigerator,2011
China,Electronics,Refrigerator,2012
China,Electronics,Refrigerator,2013
China,Home & Furniture,TV Cabinets,2010
China,Home & Furniture,TV Cabinets,2011
China,Home & Furniture,TV Cabinets,2012
China,Home & Furniture,TV Cabinets,2013
China,Home & Furniture,TV Cabinets,2010
China,Home & Furniture,TV Cabinets,2011
China,Home & Furniture,TV Cabinets,2012
China,Home & Furniture,TV Cabinets,2013
China,Home & Furniture,TV Cabinets,2010
China,Home & Furniture,TV Cabinets,2011
China,Home & Furniture,TV Cabinets,2012
China,Home & Furniture,TV Cabinets,2013
China,Home & Furniture,TV Cabinets,2010
China,Home & Furniture,TV Cabinets,2011
China,Home & Furniture,TV Cabinets,2012
China,Home & Furniture,TV Cabinets,2013
China,Home & Furniture,TV Cabinets,2010
China,Home & Furniture,TV Cabinets,2011
China,Home & Furniture,TV Cabinets,2012
China,Home & Furniture,TV Cabinets,2013
China,Home & Furniture,TV Cabinets,2010
China,Home & Furniture,TV Cabinets,2011
China,Home & Furniture,TV Cabinets,2012
China,Home & Furniture,TV Cabinets,2013
China,Sports,Gym Products,2010
China,Sports,Gym Products,2011
China,Sports,Gym Products,2012
China,Sports,Gym Products,2013
China,Sports,Gym Products,2010
China,Sports,Gym Products,2011
China,Sports,Gym Products,2012
China,Sports,Gym Products,2013
China,Sports,Gym Products,2010
China,Sports,Gym Products,2011
China,Sports,Gym Products,2012
China,Sports,Gym Products,2013
China,Sports,Gym Products,2010
China,Sports,Gym Products,2011
China,Sports,Gym Products,2012
China,Sports,Gym Products,2013
China,Sports,Gym Products,2010
China,Sports,Gym Products,2011
China,Sports,Gym Products,2012
China,Sports,Gym Products,2013
China,Sports,Gym Products,2010
China,Sports,Gym Products,2011
China,Sports,Gym Products,2012
China,Sports,Gym Products,2013
China,Sports,Gym Products,2010
China,Sports,Gym Products,2011
China,Sports,Gym Products,2012
China,Sports,Gym Products,2013
China,Sports,Gym Products,2010
China,Sports,Gym Products,2011
China,Sports,Gym Products,2012
China,Sports,Gym Products,2013
China,Sports,Gym Products,2010
China,Sports,Gym Products,2011
China,Sports,Gym Products,2012
China,Sports,Gym Products,2013
China,Sports,Gym Products,2010
China,Sports,Gym Products,2011
China,Sports,Gym Products,2012
China,Sports,Gym Products,2013
China,Sports,Gym Products,2010
China,Sports,Gym Products,2011
China,Sports,Gym Products,2012
China,Sports,Gym Products,2013
China,Sports,Gym Products,2012
China,Sports,Gym Products,2012
China,Sports,Gym Products,2012
China,Sports,Gym Products,2012